key_col,predict_PM2.5,predict_PM10,predict_O3
dongsihuan#2018-05-03 01:00:00,84.3438400269,134.346463013,31.6603160858
dongsihuan#2018-05-03 02:00:00,79.0040115356,128.012112427,39.3941410065
dongsihuan#2018-05-03 03:00:00,84.3873413086,136.540885925,41.6456787109
dongsihuan#2018-05-03 04:00:00,83.9103874207,133.961460876,56.4600486755
dongsihuan#2018-05-03 05:00:00,79.6399215698,132.594732666,66.7852127075
dongsihuan#2018-05-03 06:00:00,65.3374412537,120.621888733,69.5166412354
dongsihuan#2018-05-03 07:00:00,64.1475440979,105.484024048,71.5487686157
dongsihuan#2018-05-03 08:00:00,48.0282623291,103.335534668,71.6999816895
dongsihuan#2018-05-03 09:00:00,51.9763298035,110.893580627,66.102154541
dongsihuan#2018-05-03 10:00:00,56.9199020386,115.021813965,58.9180831909
dongsihuan#2018-05-03 11:00:00,59.7117881775,121.95894165,59.1890365601
dongsihuan#2018-05-03 12:00:00,49.907787323,104.216384888,51.4239959717
dongsihuan#2018-05-03 13:00:00,57.1619720459,125.252342224,43.4147834778
dongsihuan#2018-05-03 14:00:00,66.1509933472,149.670761108,41.8053665161
dongsihuan#2018-05-03 15:00:00,48.6943588257,134.474411011,36.94140625
dongsihuan#2018-05-03 16:00:00,61.4589271545,149.354766846,26.9326267242
dongsihuan#2018-05-03 17:00:00,59.3047027588,147.181655884,28.7079906464
dongsihuan#2018-05-03 18:00:00,53.7226142883,153.018936157,29.5501480103
dongsihuan#2018-05-03 19:00:00,52.2316093445,153.712142944,31.2777862549
dongsihuan#2018-05-03 20:00:00,60.3655090332,148.286071777,27.3629016876
dongsihuan#2018-05-03 21:00:00,81.0631942749,147.68409729,31.6236629486
dongsihuan#2018-05-03 22:00:00,82.8535308838,133.278686523,14.1949586868
dongsihuan#2018-05-03 23:00:00,89.9029388428,126.306304932,2.0
fangshan#2018-05-02 00:00:00,30.2902894936,85.2757012024,42.2253553467
fangshan#2018-05-02 01:00:00,39.2738730202,97.0887262573,59.6689225159
fangshan#2018-05-02 02:00:00,32.8448137741,78.5693443909,64.2790924072
fangshan#2018-05-02 03:00:00,37.1301805573,79.9004378662,101.559170471
fangshan#2018-05-02 04:00:00,32.724510437,177.520988831,114.647264252
fangshan#2018-05-02 05:00:00,43.4532822418,58.1195911255,97.7711722107
fangshan#2018-05-02 06:00:00,44.2463431091,96.0983397217,118.573331299
fangshan#2018-05-02 07:00:00,41.1369342957,98.6697052002,120.977684326
fangshan#2018-05-02 08:00:00,43.7629076843,90.5567321777,115.262050842
fangshan#2018-05-02 09:00:00,40.9640492554,89.6283771973,101.51050354
fangshan#2018-05-02 10:00:00,36.382045639,83.7577680969,80.6557474365
fangshan#2018-05-02 11:00:00,39.7184214401,91.6152404785,70.0737711792
fangshan#2018-05-02 12:00:00,68.6354623413,112.406074219,72.1887988281
fangshan#2018-05-02 13:00:00,72.4191976929,121.029490662,73.7781062317
fangshan#2018-05-02 14:00:00,65.3687124634,128.964595032,68.5922377014
fangshan#2018-05-02 15:00:00,62.9884169006,115.48861145,59.6643067932
fangshan#2018-05-02 16:00:00,57.5921134949,123.88727417,50.9568751526
fangshan#2018-05-02 17:00:00,57.7987670898,125.104736938,45.3867437744
fangshan#2018-05-02 18:00:00,44.7919792938,109.466625671,44.3933589935
fangshan#2018-05-02 19:00:00,47.8590562439,115.701032715,35.822636795
fangshan#2018-05-02 20:00:00,47.9751782227,108.617720032,37.5996191406
fangshan#2018-05-02 21:00:00,50.6490663147,114.949433289,33.8099488068
fangshan#2018-05-02 22:00:00,64.6379263306,137.838464355,28.8420475769
fangshan#2018-05-02 23:00:00,57.6030915833,148.032089844,36.9783114624
fangshan#2018-05-03 00:00:00,84.5059921265,159.30213623,53.8338996887
fangshan#2018-05-03 01:00:00,90.2580352783,148.925537109,66.3776733398
fangshan#2018-05-03 02:00:00,76.4084648132,152.910098267,92.2270553589
fangshan#2018-05-03 03:00:00,73.586517334,136.76968689,89.4029876709
fangshan#2018-05-03 04:00:00,72.7205337524,117.411170959,107.402894592
fangshan#2018-05-03 05:00:00,72.5639022827,123.790750122,116.327749634
fangshan#2018-05-03 06:00:00,71.4110229492,133.874656677,115.920385742
fangshan#2018-05-03 07:00:00,64.1087364197,122.587611389,145.920254517
fangshan#2018-05-03 08:00:00,49.1027404785,115.83560791,127.019012451
fangshan#2018-05-03 09:00:00,64.2926101685,116.878140259,114.535636902
fangshan#2018-05-03 10:00:00,58.2667327881,132.056538391,96.8877731323
fangshan#2018-05-03 11:00:00,64.1066871643,119.142582703,74.2898651123
fangshan#2018-05-03 12:00:00,65.6380310059,137.450805664,83.4203872681
fangshan#2018-05-03 13:00:00,43.5998535156,113.358428955,57.8653411865
fangshan#2018-05-03 14:00:00,45.9105072021,101.999389648,56.6655044556
fangshan#2018-05-03 15:00:00,74.469367981,124.235725403,57.0064849854
fangshan#2018-05-03 16:00:00,59.7876396179,112.75453949,32.3664093018
fangshan#2018-05-03 17:00:00,74.8797073364,110.547317505,44.9138412476
fangshan#2018-05-03 18:00:00,64.8646011353,95.5549926758,42.7780418396
fangshan#2018-05-03 19:00:00,52.2819976807,126.47542572,36.2263908386
fangshan#2018-05-03 20:00:00,61.8573760986,135.199645996,34.843208313
fangshan#2018-05-03 21:00:00,71.9071426392,134.140640259,29.4685497284
fangshan#2018-05-03 22:00:00,59.3983306885,130.455062866,19.9058742523
fangshan#2018-05-03 23:00:00,54.7795066833,140.750106812,34.3820533752
fengtaihuayuan#2018-05-02 00:00:00,43.1336629257,105.01955658,38.0247638474
fengtaihuayuan#2018-05-02 01:00:00,46.7899295425,136.555685242,49.5810691147
fengtaihuayuan#2018-05-02 02:00:00,43.7619777374,81.5338005066,62.9821594086
fengtaihuayuan#2018-05-02 03:00:00,48.1988026886,137.245459839,94.8853952637
fengtaihuayuan#2018-05-02 04:00:00,67.643995636,137.570556671,85.8208027649
fengtaihuayuan#2018-05-02 05:00:00,28.2043708038,63.7862816162,87.1482592163
fengtaihuayuan#2018-05-02 06:00:00,48.53375914,113.033739624,108.545404724
fengtaihuayuan#2018-05-02 07:00:00,52.4642479248,109.51787915,107.391488892
fengtaihuayuan#2018-05-02 08:00:00,48.2166651459,116.938519226,113.266696777
fengtaihuayuan#2018-05-02 09:00:00,48.1713479156,102.555648376,99.1441969604
fengtaihuayuan#2018-05-02 10:00:00,46.6711014557,111.572614563,83.356619751
fengtaihuayuan#2018-05-02 11:00:00,40.3908233032,108.589147095,67.3585929871
fengtaihuayuan#2018-05-02 12:00:00,74.4616049194,122.983605957,74.5154367065
fengtaihuayuan#2018-05-02 13:00:00,66.8798002625,128.243700562,77.1515298462
fengtaihuayuan#2018-05-02 14:00:00,70.1785505676,116.741407776,71.781585083
fengtaihuayuan#2018-05-02 15:00:00,65.5931321716,109.392017212,55.6545040894
fengtaihuayuan#2018-05-02 16:00:00,67.9867828369,115.837821655,44.8928773499
fengtaihuayuan#2018-05-02 17:00:00,56.294251709,117.515847778,36.5692762756
fengtaihuayuan#2018-05-02 18:00:00,50.1370491791,111.604060364,34.5390020752
fengtaihuayuan#2018-05-02 19:00:00,50.2839923096,118.136256104,31.7193808746
fengtaihuayuan#2018-05-02 20:00:00,57.2894511414,115.590096741,30.3444644928
fengtaihuayuan#2018-05-02 21:00:00,53.9922143555,119.483640137,29.7383294678
fengtaihuayuan#2018-05-02 22:00:00,58.435723114,135.464938354,23.6406153107
fengtaihuayuan#2018-05-02 23:00:00,53.9824078369,121.263953552,27.9972574615
fengtaihuayuan#2018-05-03 00:00:00,88.7405380249,156.134545898,48.0201782227
fengtaihuayuan#2018-05-03 01:00:00,78.6334701538,142.2175354,63.4232536316
fengtaihuayuan#2018-05-03 02:00:00,74.5947105408,144.678071594,76.4390350342
fengtaihuayuan#2018-05-03 03:00:00,88.128729248,134.80599823,99.5550338745
fengtaihuayuan#2018-05-03 04:00:00,89.0646141052,137.250033569,103.974160767
fengtaihuayuan#2018-05-03 05:00:00,67.732611084,119.984643555,117.657861328
fengtaihuayuan#2018-05-03 06:00:00,68.7626281738,125.591616821,118.227761841
fengtaihuayuan#2018-05-03 07:00:00,66.2405967712,116.513577271,121.147567749
fengtaihuayuan#2018-05-03 08:00:00,52.5671653748,118.79438324,118.40092926
fengtaihuayuan#2018-05-03 09:00:00,50.0535202026,131.201611328,102.272581482
fengtaihuayuan#2018-05-03 10:00:00,53.3606864929,127.101116943,88.7891387939
fengtaihuayuan#2018-05-03 11:00:00,53.2739845276,129.021321106,66.5696968079
fengtaihuayuan#2018-05-03 12:00:00,67.8419189453,121.974357605,71.861831665
fengtaihuayuan#2018-05-03 13:00:00,77.1380462646,133.547210693,53.8273200989
fengtaihuayuan#2018-05-03 14:00:00,76.2327041626,126.192749023,50.8541946411
fengtaihuayuan#2018-05-03 15:00:00,72.6888504028,116.985343933,51.5551147461
fengtaihuayuan#2018-05-03 16:00:00,67.5220794678,102.407066345,52.008846283
fengtaihuayuan#2018-05-03 17:00:00,88.0189819336,116.035469055,49.1828231812
fengtaihuayuan#2018-05-03 18:00:00,74.883972168,118.607376099,53.3253936768
fengtaihuayuan#2018-05-03 19:00:00,63.2482261658,110.953933716,49.6837539673
fengtaihuayuan#2018-05-03 20:00:00,56.5933609009,127.478248596,46.8505859375
fengtaihuayuan#2018-05-03 21:00:00,79.5573730469,129.565628052,39.173248291
fengtaihuayuan#2018-05-03 22:00:00,89.7603912354,166.850082397,26.1237030029
fengtaihuayuan#2018-05-03 23:00:00,80.2020111084,178.944869995,31.5583229065
guanyuan#2018-05-02 00:00:00,40.0458911667,100.317158966,44.5903052521
guanyuan#2018-05-02 01:00:00,35.7971249924,135.080211548,62.123792099
guanyuan#2018-05-02 02:00:00,54.5510377045,84.5021688843,63.3661834564
guanyuan#2018-05-02 03:00:00,49.8153864899,113.400900574,88.5190188904
guanyuan#2018-05-02 04:00:00,42.9719192352,148.31487146,104.528179657
guanyuan#2018-05-02 05:00:00,25.0291573181,122.966128479,47.5017356262
guanyuan#2018-05-02 06:00:00,42.5702545013,112.488597351,111.445842346
guanyuan#2018-05-02 07:00:00,43.2608219604,104.408323975,119.169633057
guanyuan#2018-05-02 08:00:00,39.8311547241,98.4168243408,108.036193176
guanyuan#2018-05-02 09:00:00,38.4825746155,90.7778084717,97.536947937
guanyuan#2018-05-02 10:00:00,41.4246186218,97.2038641968,80.4243783569
guanyuan#2018-05-02 11:00:00,41.9831656036,109.928621704,65.929102356
guanyuan#2018-05-02 12:00:00,54.2691868591,104.204992065,86.4155206299
guanyuan#2018-05-02 13:00:00,64.5497317505,109.423394775,74.528500824
guanyuan#2018-05-02 14:00:00,63.5600538635,101.015860291,68.6901530457
guanyuan#2018-05-02 15:00:00,59.4718119812,100.547425232,56.9196801758
guanyuan#2018-05-02 16:00:00,61.3618986511,100.917188721,53.8450746155
guanyuan#2018-05-02 17:00:00,56.1169538879,100.646133728,46.7809284973
guanyuan#2018-05-02 18:00:00,44.9690034485,91.5467285156,39.8561486816
guanyuan#2018-05-02 19:00:00,41.8700317383,101.233097229,40.9937007141
guanyuan#2018-05-02 20:00:00,48.4157925415,106.502156372,32.8633569336
guanyuan#2018-05-02 21:00:00,50.4268107605,105.164165039,27.0984192657
guanyuan#2018-05-02 22:00:00,52.2480570984,107.969816589,28.8606291199
guanyuan#2018-05-02 23:00:00,49.8629870605,112.473995056,39.4428547668
guanyuan#2018-05-03 00:00:00,81.240776825,145.882226563,40.8231048584
guanyuan#2018-05-03 01:00:00,77.164994812,142.59236145,62.6912757874
guanyuan#2018-05-03 02:00:00,69.8055007935,141.941725159,72.014377594
guanyuan#2018-05-03 03:00:00,78.6480827332,136.952153015,100.266156006
guanyuan#2018-05-03 04:00:00,78.0626701355,125.918170166,115.039582825
guanyuan#2018-05-03 05:00:00,66.7418907166,122.126083374,126.608853149
guanyuan#2018-05-03 06:00:00,57.8000427246,133.770401001,141.453289795
guanyuan#2018-05-03 07:00:00,64.1131851196,114.891210938,140.976040649
guanyuan#2018-05-03 08:00:00,49.5454795837,114.830039978,107.681182861
guanyuan#2018-05-03 09:00:00,55.0606323242,121.812614441,92.9722763062
guanyuan#2018-05-03 10:00:00,59.5982582092,124.324014282,78.907421875
guanyuan#2018-05-03 11:00:00,55.6219650269,108.603881836,58.8222358704
guanyuan#2018-05-03 12:00:00,62.6391792297,104.106430054,67.6117401123
guanyuan#2018-05-03 13:00:00,48.7406463623,121.919799805,51.2329788208
guanyuan#2018-05-03 14:00:00,61.8581695557,142.36328125,36.5004119873
guanyuan#2018-05-03 15:00:00,74.7175445557,138.581588745,53.5882110596
guanyuan#2018-05-03 16:00:00,73.2437057495,147.843215942,56.2933502197
guanyuan#2018-05-03 17:00:00,76.0778198242,168.819885254,55.9333686829
guanyuan#2018-05-03 18:00:00,74.4677276611,138.886703491,54.8524627686
guanyuan#2018-05-03 19:00:00,63.8190078735,126.845848083,53.7657432556
guanyuan#2018-05-03 20:00:00,66.9384994507,119.49143219,41.2211112976
guanyuan#2018-05-03 21:00:00,70.737197876,100.364341736,16.7803878784
guanyuan#2018-05-03 22:00:00,85.8444824219,115.192848206,22.9301967621
guanyuan#2018-05-03 23:00:00,91.3710174561,113.771537781,30.5834560394
gucheng#2018-05-02 00:00:00,43.0810199661,90.2509425812,49.6801291656
gucheng#2018-05-02 01:00:00,45.250935463,98.48047435,57.3974228821
gucheng#2018-05-02 02:00:00,45.6059390869,88.0810013733,61.3716487732
gucheng#2018-05-02 03:00:00,51.5115974731,79.3367469788,72.3601346436
gucheng#2018-05-02 04:00:00,45.8948599548,126.135581573,99.0886252441
gucheng#2018-05-02 05:00:00,47.0948877487,50.1643329773,55.2048470764
gucheng#2018-05-02 06:00:00,50.5527359314,100.713859131,95.3843610229
gucheng#2018-05-02 07:00:00,44.2001446533,101.915409851,100.759233215
gucheng#2018-05-02 08:00:00,46.1064921875,98.4620777588,83.9397860107
gucheng#2018-05-02 09:00:00,47.5601099854,97.2516618652,81.886684021
gucheng#2018-05-02 10:00:00,45.7525396423,101.732494629,60.7482347412
gucheng#2018-05-02 11:00:00,53.3642488098,106.995495605,54.4969110413
gucheng#2018-05-02 12:00:00,67.9924822998,104.621493835,73.9154182434
gucheng#2018-05-02 13:00:00,67.5340583801,111.574094849,69.4561859131
gucheng#2018-05-02 14:00:00,78.9627368164,114.010857544,57.0233770752
gucheng#2018-05-02 15:00:00,64.6510331726,105.53074585,55.7776068115
gucheng#2018-05-02 16:00:00,64.6773023987,107.129274292,50.1692935181
gucheng#2018-05-02 17:00:00,56.7367181396,103.998236389,46.6732827759
gucheng#2018-05-02 18:00:00,48.810483551,97.6821282959,37.1452580261
gucheng#2018-05-02 19:00:00,48.5962039185,87.3615391541,31.7645433807
gucheng#2018-05-02 20:00:00,52.4993725586,72.9988639832,35.3864694214
gucheng#2018-05-02 21:00:00,56.6096955872,86.6916851807,38.7810249329
gucheng#2018-05-02 22:00:00,61.5421846008,99.7068200684,38.902035675
gucheng#2018-05-02 23:00:00,70.456386261,102.390624084,38.2786937714
gucheng#2018-05-03 00:00:00,88.3789993286,154.425747681,51.0810249329
gucheng#2018-05-03 01:00:00,91.0668632507,143.211813354,56.589931488
gucheng#2018-05-03 02:00:00,89.4184043884,140.873097229,58.3018257141
gucheng#2018-05-03 03:00:00,90.1167190552,141.563388062,71.8494285583
gucheng#2018-05-03 04:00:00,93.6526481628,142.039645386,72.3477600098
gucheng#2018-05-03 05:00:00,86.6524688721,131.964411926,93.8951263428
gucheng#2018-05-03 06:00:00,72.5407089233,115.370599365,96.0096878052
gucheng#2018-05-03 07:00:00,73.7083862305,111.20435791,99.9190963745
gucheng#2018-05-03 08:00:00,62.9837944031,117.366317749,93.5372070313
gucheng#2018-05-03 09:00:00,66.4009315491,114.746438599,75.1163604736
gucheng#2018-05-03 10:00:00,59.6723838806,115.800897217,62.4422523499
gucheng#2018-05-03 11:00:00,69.4692459106,123.903062439,59.570111084
gucheng#2018-05-03 12:00:00,62.3998527527,139.635314941,78.0556869507
gucheng#2018-05-03 13:00:00,72.2203903198,141.680984497,48.7552185059
gucheng#2018-05-03 14:00:00,50.2057609558,143.812133789,41.7669143677
gucheng#2018-05-03 15:00:00,60.607170105,123.327606201,49.6974487305
gucheng#2018-05-03 16:00:00,61.5628738403,119.294708252,60.2304954529
gucheng#2018-05-03 17:00:00,66.5342712402,92.2882766724,42.2318077087
gucheng#2018-05-03 18:00:00,41.3495483398,103.662918091,34.6326141357
gucheng#2018-05-03 19:00:00,44.2337417603,95.3902893066,46.0472869873
gucheng#2018-05-03 20:00:00,57.2156295776,83.2810516357,56.1548233032
gucheng#2018-05-03 21:00:00,64.1176605225,83.9708633423,33.5468406677
gucheng#2018-05-03 22:00:00,61.9471282959,75.7245559692,30.5456218719
gucheng#2018-05-03 23:00:00,58.3735237122,92.2380828857,39.2137985229
huairou#2018-05-02 00:00:00,31.9057406006,78.323767334,42.5404794922
huairou#2018-05-02 01:00:00,33.8101117783,106.193610809,57.2674238281
huairou#2018-05-02 02:00:00,35.7849995499,83.0318665466,73.3607902832
huairou#2018-05-02 03:00:00,33.8191372986,73.4674107056,104.693463013
huairou#2018-05-02 04:00:00,24.541077301,124.918999329,90.4423085937
huairou#2018-05-02 05:00:00,25.7779175262,67.1120269165,89.545261322
huairou#2018-05-02 06:00:00,42.3082489624,100.637942139,122.747886475
huairou#2018-05-02 07:00:00,43.8545756836,99.8877559204,126.463076416
huairou#2018-05-02 08:00:00,42.4180314026,110.163717896,124.469194763
huairou#2018-05-02 09:00:00,43.8141038818,103.064711182,111.478655945
huairou#2018-05-02 10:00:00,38.5366688538,90.9040402222,92.8889053345
huairou#2018-05-02 11:00:00,40.9991681366,90.7043745117,93.9101699829
huairou#2018-05-02 12:00:00,60.6446714783,121.415048828,112.811275024
huairou#2018-05-02 13:00:00,59.0196002197,104.103974304,92.3488967896
huairou#2018-05-02 14:00:00,57.6394216919,90.7958267212,78.2643545532
huairou#2018-05-02 15:00:00,51.820741272,94.3468911743,70.4980177307
huairou#2018-05-02 16:00:00,48.0525866699,93.9817724609,66.3280310059
huairou#2018-05-02 17:00:00,45.5930599976,91.0733493042,56.7109100342
huairou#2018-05-02 18:00:00,38.7577333069,80.9897155762,47.128838501
huairou#2018-05-02 19:00:00,52.5028924561,79.799050293,39.6089248657
huairou#2018-05-02 20:00:00,54.6349310303,93.1038378906,36.1923881531
huairou#2018-05-02 21:00:00,55.3572189331,95.5682751465,39.4585127258
huairou#2018-05-02 22:00:00,53.2732197571,108.004824829,31.7175300598
huairou#2018-05-02 23:00:00,55.7323156738,125.562162781,40.3314781189
huairou#2018-05-03 00:00:00,77.2714416504,151.123236084,63.69972229
huairou#2018-05-03 01:00:00,87.8293258667,149.307629395,81.6566421509
huairou#2018-05-03 02:00:00,75.1859146118,141.343884277,108.208609009
huairou#2018-05-03 03:00:00,63.4717071533,134.772262573,112.720735168
huairou#2018-05-03 04:00:00,72.1037902832,115.872181702,119.582922363
huairou#2018-05-03 05:00:00,68.0581413269,128.405627441,119.719241333
huairou#2018-05-03 06:00:00,60.1209617615,130.979554749,130.955340576
huairou#2018-05-03 07:00:00,65.8817947388,128.249728394,131.851416016
huairou#2018-05-03 08:00:00,58.5966072083,117.073269653,118.949339294
huairou#2018-05-03 09:00:00,62.9385864258,138.504627991,113.573460388
huairou#2018-05-03 10:00:00,63.7894050598,141.041386414,98.024206543
huairou#2018-05-03 11:00:00,61.8065956116,140.549789429,90.1490081787
huairou#2018-05-03 12:00:00,93.025138855,180.781356812,103.174591064
huairou#2018-05-03 13:00:00,77.0063705444,162.683258057,90.2216415405
huairou#2018-05-03 14:00:00,62.532497406,191.219711304,78.4430999756
huairou#2018-05-03 15:00:00,76.3368225098,185.92250061,68.5012588501
huairou#2018-05-03 16:00:00,81.971321106,170.715087891,66.3423843384
huairou#2018-05-03 17:00:00,67.6731185913,135.604949951,58.3637275696
huairou#2018-05-03 18:00:00,68.5272979736,114.180892944,63.6459503174
huairou#2018-05-03 19:00:00,64.9036254883,105.190139771,47.1343002319
huairou#2018-05-03 20:00:00,77.8814697266,113.212516785,50.4610023499
huairou#2018-05-03 21:00:00,62.1877593994,112.208351135,28.635345459
huairou#2018-05-03 22:00:00,68.4089508057,110.007415771,28.310344696
huairou#2018-05-03 23:00:00,83.2262268066,124.889961243,23.625623703
liulihe#2018-05-02 00:00:00,27.7923122597,76.4792706757,40.288215271
liulihe#2018-05-02 01:00:00,36.2082909508,87.0008827667,48.7672142792
liulihe#2018-05-02 02:00:00,35.9693484955,68.1357746887,53.5558907013
liulihe#2018-05-02 03:00:00,36.3856053696,103.22294577,73.9469066772
liulihe#2018-05-02 04:00:00,42.7300903473,210.42241391,65.5556048279
liulihe#2018-05-02 05:00:00,25.9300929108,54.2339797974,72.6924989624
liulihe#2018-05-02 06:00:00,52.329723053,89.6555464172,87.7616115112
liulihe#2018-05-02 07:00:00,41.6075022888,91.6942080688,93.0640667114
liulihe#2018-05-02 08:00:00,39.1887028198,81.8625074768,98.8696535645
liulihe#2018-05-02 09:00:00,38.5465491791,80.0203538818,90.3431498413
liulihe#2018-05-02 10:00:00,38.6986089172,88.6966555176,72.7405014038
liulihe#2018-05-02 11:00:00,43.235326889,84.4841196289,71.7510983276
liulihe#2018-05-02 12:00:00,65.0806222534,99.6869500732,69.4150914001
liulihe#2018-05-02 13:00:00,64.0298117065,105.245932312,69.8421702576
liulihe#2018-05-02 14:00:00,62.3401139832,106.71625824,52.9264654541
liulihe#2018-05-02 15:00:00,67.2788282776,98.9102197266,35.9937781143
liulihe#2018-05-02 16:00:00,64.1723703003,100.549643555,32.0423173523
liulihe#2018-05-02 17:00:00,63.0566101074,106.258045044,25.7558292389
liulihe#2018-05-02 18:00:00,52.745297699,102.730586243,27.4970817947
liulihe#2018-05-02 19:00:00,47.3623983765,97.310038147,24.2636008453
liulihe#2018-05-02 20:00:00,44.5868473816,82.491986084,26.4793946075
liulihe#2018-05-02 21:00:00,33.8000034332,85.2194017029,20.6220092392
liulihe#2018-05-02 22:00:00,47.543891983,82.2816331482,25.8927827454
liulihe#2018-05-02 23:00:00,45.0773760986,86.5461326599,25.9652546692
liulihe#2018-05-03 00:00:00,78.959753418,133.304707336,44.9860137939
liulihe#2018-05-03 01:00:00,75.4765304565,123.736888123,51.7472541809
liulihe#2018-05-03 02:00:00,78.4163398743,141.487590027,63.1543670654
liulihe#2018-05-03 03:00:00,80.8673713684,143.967381287,79.0238693237
liulihe#2018-05-03 04:00:00,90.517767334,138.851977539,88.6962280273
liulihe#2018-05-03 05:00:00,83.1399642944,127.212341309,92.2422424316
liulihe#2018-05-03 06:00:00,73.062096405,131.115647888,104.574203491
liulihe#2018-05-03 07:00:00,72.2806221008,111.694474792,90.2787506104
liulihe#2018-05-03 08:00:00,54.1481666565,113.770610046,81.8650985718
liulihe#2018-05-03 09:00:00,57.0229141235,118.340359497,81.5054977417
liulihe#2018-05-03 10:00:00,63.8897361755,108.729959106,74.2795013428
liulihe#2018-05-03 11:00:00,54.3107254028,88.3916275024,71.0836456299
liulihe#2018-05-03 12:00:00,75.954536438,108.081207275,83.318397522
liulihe#2018-05-03 13:00:00,46.7124328613,97.2444534302,72.9850769043
liulihe#2018-05-03 14:00:00,37.1560096741,99.4409866333,50.6685943604
liulihe#2018-05-03 15:00:00,65.1613082886,115.253890991,57.1715583801
liulihe#2018-05-03 16:00:00,50.6079864502,95.9125518799,51.4266471863
liulihe#2018-05-03 17:00:00,71.6279983521,82.7005157471,51.0928421021
liulihe#2018-05-03 18:00:00,77.3617706299,89.7345581055,45.0425720215
liulihe#2018-05-03 19:00:00,57.7480316162,80.7650527954,42.4720001221
liulihe#2018-05-03 20:00:00,53.7320213318,83.5811080933,33.4398269653
liulihe#2018-05-03 21:00:00,54.0230751038,87.09790802,46.1139450073
liulihe#2018-05-03 22:00:00,49.9808082581,87.3041610718,37.5052757263
liulihe#2018-05-03 23:00:00,50.4574584961,93.3822250366,51.4252967834
mentougou#2018-05-02 00:00:00,25.0232021446,88.8798691101,55.8189931335
mentougou#2018-05-02 01:00:00,31.6567016182,95.3922443542,68.5624166565
mentougou#2018-05-02 02:00:00,23.8217117004,61.1518790588,73.0560475464
mentougou#2018-05-02 03:00:00,28.5113648376,67.0742778931,107.101768646
mentougou#2018-05-02 04:00:00,35.6754182434,126.113063385,99.0809461975
mentougou#2018-05-02 05:00:00,39.932884201,52.9223503113,79.6491930847
mentougou#2018-05-02 06:00:00,37.6832563171,96.7084006958,103.233603394
mentougou#2018-05-02 07:00:00,37.7134600372,106.672458618,101.605626526
mentougou#2018-05-02 08:00:00,35.9471283417,105.316919434,101.291100952
mentougou#2018-05-02 09:00:00,37.9572212372,102.069498413,91.6713001099
mentougou#2018-05-02 10:00:00,35.3020150604,89.8739591064,93.3278746338
mentougou#2018-05-02 11:00:00,40.1384021454,95.1439871216,80.8729688721
mentougou#2018-05-02 12:00:00,59.2042242432,111.106931152,83.1919009399
mentougou#2018-05-02 13:00:00,60.8273390198,110.585209351,76.7003466797
mentougou#2018-05-02 14:00:00,61.5048258972,117.448260498,64.1762469482
mentougou#2018-05-02 15:00:00,57.3687265015,109.443644104,55.5201487732
mentougou#2018-05-02 16:00:00,60.2840956116,118.846418762,44.9543629456
mentougou#2018-05-02 17:00:00,58.686421814,111.843153381,51.4135992432
mentougou#2018-05-02 18:00:00,50.7495230103,96.5614474487,49.1644967651
mentougou#2018-05-02 19:00:00,48.1511676025,89.2872003174,41.1419966125
mentougou#2018-05-02 20:00:00,48.5612397766,82.737170105,38.9288929749
mentougou#2018-05-02 21:00:00,49.9549867249,95.826177063,37.804427948
mentougou#2018-05-02 22:00:00,62.1529933167,118.856094055,39.3772970581
mentougou#2018-05-02 23:00:00,68.5193663025,125.910732727,41.8335241699
mentougou#2018-05-03 00:00:00,85.8117340088,141.938146973,58.7750717163
mentougou#2018-05-03 01:00:00,89.0003356934,139.51729126,70.5052047729
mentougou#2018-05-03 02:00:00,85.3354217529,138.015637207,88.2608093262
mentougou#2018-05-03 03:00:00,87.775994873,145.945195007,118.999575806
mentougou#2018-05-03 04:00:00,96.681741333,131.369564819,136.810827637
mentougou#2018-05-03 05:00:00,88.5860961914,142.730110168,139.744082642
mentougou#2018-05-03 06:00:00,72.8237449646,132.43321228,147.827160645
mentougou#2018-05-03 07:00:00,72.5471740723,123.411669922,134.560723877
mentougou#2018-05-03 08:00:00,59.7438247681,124.778494263,119.346324158
mentougou#2018-05-03 09:00:00,57.5684646606,127.147119141,115.030155945
mentougou#2018-05-03 10:00:00,62.5802772522,118.573899841,107.114950562
mentougou#2018-05-03 11:00:00,60.9864738464,125.573905945,96.7192199707
mentougou#2018-05-03 12:00:00,60.4273338318,122.328582764,101.074295044
mentougou#2018-05-03 13:00:00,63.4589309692,120.438034058,73.8058624268
mentougou#2018-05-03 14:00:00,68.6847763062,124.660354614,73.3368530273
mentougou#2018-05-03 15:00:00,88.7249298096,128.552780151,58.4315872192
mentougou#2018-05-03 16:00:00,75.8568267822,112.319671631,62.0211677551
mentougou#2018-05-03 17:00:00,80.2005615234,81.5474319458,62.4537277222
mentougou#2018-05-03 18:00:00,69.864616394,113.553741455,60.6285095215
mentougou#2018-05-03 19:00:00,63.7092666626,115.304450989,71.415435791
mentougou#2018-05-03 20:00:00,70.915687561,105.083259583,68.1464157104
mentougou#2018-05-03 21:00:00,87.6335830688,107.390197754,49.8202209473
mentougou#2018-05-03 22:00:00,86.3038787842,87.1403198242,36.1584587097
mentougou#2018-05-03 23:00:00,70.9398422241,100.533874512,33.9935798645
miyun#2018-05-02 00:00:00,36.2350594749,86.9307032623,40.4793994141
miyun#2018-05-02 01:00:00,36.3384860878,102.652655777,52.2745120544
