stationId,utc_time,PM2.5,PM10,NO2,CO,O3,SO2
donggaocun_aq,2018-05-16 05:00:00,158.0,,39.0,3.0,94.0,4.0
donggaocun_aq,2018-05-16 06:00:00,147.0,,41.0,3.1,108.0,7.0
donggaocun_aq,2018-05-16 07:00:00,121.0,,35.0,2.8,147.0,
donggaocun_aq,2018-05-16 08:00:00,143.0,,36.0,3.1,159.0,15.0
donggaocun_aq,2018-05-16 09:00:00,145.0,,33.0,3.0,179.0,12.0
donggaocun_aq,2018-05-16 10:00:00,122.0,,29.0,2.8,176.0,8.0
donggaocun_aq,2018-05-16 11:00:00,125.0,,28.0,3.0,149.0,3.0
donggaocun_aq,2018-05-16 12:00:00,128.0,,22.0,2.7,111.0,2.0
donggaocun_aq,2018-05-16 13:00:00,126.0,,21.0,2.4,91.0,2.0
donggaocun_aq,2018-05-16 14:00:00,67.0,,26.0,2.0,65.0,2.0
donggaocun_aq,2018-05-16 15:00:00,66.0,,28.0,2.0,44.0,2.0
donggaocun_aq,2018-05-16 16:00:00,64.0,,23.0,1.6,32.0,2.0
donggaocun_aq,2018-05-16 17:00:00,58.0,,20.0,1.5,28.0,2.0
donggaocun_aq,2018-05-16 18:00:00,51.0,,16.0,1.4,22.0,2.0
donggaocun_aq,2018-05-16 19:00:00,52.0,,16.0,1.2,15.0,2.0
donggaocun_aq,2018-05-16 20:00:00,50.0,51.0,23.0,1.2,21.0,2.0
donggaocun_aq,2018-05-16 21:00:00,83.0,,28.0,2.2,22.0,2.0
donggaocun_aq,2018-05-16 22:00:00,84.0,,25.0,2.0,10.0,2.0
donggaocun_aq,2018-05-16 23:00:00,75.0,,25.0,1.6,9.0,2.0
donggaocun_aq,2018-05-17 00:00:00,69.0,,24.0,1.3,18.0,2.0
donggaocun_aq,2018-05-17 01:00:00,83.0,,24.0,1.5,24.0,2.0
donggaocun_aq,2018-05-17 02:00:00,93.0,,29.0,1.7,29.0,2.0
donggaocun_aq,2018-05-17 03:00:00,105.0,,26.0,1.7,30.0,
donggaocun_aq,2018-05-17 04:00:00,41.0,,10.0,0.6,42.0,
donggaocun_aq,2018-05-17 05:00:00,15.0,18.0,10.0,0.3,63.0,
donggaocun_aq,2018-05-17 06:00:00,30.0,,9.0,0.3,72.0,
donggaocun_aq,2018-05-17 07:00:00,21.0,21.0,8.0,0.3,77.0,2.0
donggaocun_aq,2018-05-17 08:00:00,13.0,24.0,8.0,0.3,78.0,2.0
donggaocun_aq,2018-05-17 09:00:00,23.0,29.0,8.0,0.3,84.0,2.0
donggaocun_aq,2018-05-17 10:00:00,17.0,35.0,9.0,0.3,72.0,2.0
donggaocun_aq,2018-05-17 11:00:00,18.0,25.0,8.0,0.3,49.0,2.0
donggaocun_aq,2018-05-17 12:00:00,25.0,,8.0,0.3,57.0,2.0
donggaocun_aq,2018-05-17 13:00:00,18.0,26.0,8.0,0.2,55.0,2.0
donggaocun_aq,2018-05-17 14:00:00,16.0,22.0,8.0,0.2,55.0,2.0
donggaocun_aq,2018-05-17 15:00:00,20.0,22.0,8.0,0.2,52.0,2.0
donggaocun_aq,2018-05-17 16:00:00,12.0,20.0,11.0,0.3,62.0,2.0
donggaocun_aq,2018-05-17 17:00:00,19.0,29.0,12.0,0.3,49.0,2.0
donggaocun_aq,2018-05-17 18:00:00,16.0,33.0,14.0,0.3,36.0,2.0
donggaocun_aq,2018-05-17 19:00:00,18.0,27.0,15.0,0.3,32.0,2.0
donggaocun_aq,2018-05-17 20:00:00,23.0,33.0,20.0,0.3,,2.0
donggaocun_aq,2018-05-17 21:00:00,14.0,37.0,22.0,0.3,25.0,2.0
donggaocun_aq,2018-05-17 22:00:00,26.0,41.0,23.0,0.3,21.0,2.0
donggaocun_aq,2018-05-17 23:00:00,11.0,40.0,21.0,0.3,13.0,2.0
donggaocun_aq,2018-05-18 00:00:00,14.0,40.0,23.0,0.3,23.0,2.0
donggaocun_aq,2018-05-18 01:00:00,31.0,55.0,34.0,0.3,31.0,3.0
donggaocun_aq,2018-05-18 02:00:00,37.0,72.0,40.0,0.3,42.0,4.0
donggaocun_aq,2018-05-18 03:00:00,22.0,52.0,24.0,0.3,73.0,4.0
donggaocun_aq,2018-05-18 04:00:00,29.0,51.0,25.0,0.3,86.0,6.0
donggaocun_aq,2018-05-18 05:00:00,28.0,57.0,19.0,0.3,110.0,7.0
donggaocun_aq,2018-05-18 06:00:00,29.0,43.0,13.0,0.4,132.0,7.0
donggaocun_aq,2018-05-18 07:00:00,32.0,37.0,12.0,0.4,145.0,8.0
donggaocun_aq,2018-05-18 08:00:00,29.0,41.0,12.0,0.4,154.0,7.0
donggaocun_aq,2018-05-18 09:00:00,29.0,42.0,12.0,0.4,159.0,8.0
donggaocun_aq,2018-05-18 10:00:00,26.0,43.0,12.0,0.4,159.0,6.0
donggaocun_aq,2018-05-18 11:00:00,17.0,43.0,10.0,0.3,153.0,4.0
donggaocun_aq,2018-05-18 12:00:00,28.0,56.0,14.0,0.4,154.0,3.0
donggaocun_aq,2018-05-18 13:00:00,32.0,58.0,17.0,0.5,142.0,4.0
donggaocun_aq,2018-05-18 14:00:00,36.0,59.0,18.0,0.5,118.0,3.0
donggaocun_aq,2018-05-18 15:00:00,34.0,63.0,23.0,0.6,97.0,3.0
donggaocun_aq,2018-05-18 16:00:00,32.0,55.0,25.0,0.7,79.0,3.0
donggaocun_aq,2018-05-18 17:00:00,26.0,51.0,26.0,0.8,70.0,3.0
donggaocun_aq,2018-05-18 18:00:00,22.0,44.0,27.0,0.9,62.0,4.0
donggaocun_aq,2018-05-18 19:00:00,22.0,43.0,24.0,0.9,64.0,4.0
donggaocun_aq,2018-05-18 20:00:00,21.0,42.0,24.0,0.8,59.0,4.0
donggaocun_aq,2018-05-18 21:00:00,21.0,44.0,22.0,0.7,65.0,7.0
donggaocun_aq,2018-05-18 22:00:00,26.0,43.0,21.0,0.7,65.0,5.0
donggaocun_aq,2018-05-18 23:00:00,25.0,47.0,17.0,0.7,56.0,4.0
donggaocun_aq,2018-05-19 00:00:00,29.0,41.0,17.0,0.7,69.0,5.0
donggaocun_aq,2018-05-19 01:00:00,31.0,49.0,24.0,0.7,95.0,8.0
donggaocun_aq,2018-05-19 02:00:00,22.0,54.0,20.0,0.6,114.0,8.0
donggaocun_aq,2018-05-19 03:00:00,27.0,44.0,15.0,0.5,133.0,8.0
donggaocun_aq,2018-05-19 04:00:00,24.0,49.0,13.0,0.6,163.0,11.0
donggaocun_aq,2018-05-19 05:00:00,31.0,52.0,12.0,0.7,179.0,11.0
donggaocun_aq,2018-05-19 06:00:00,28.0,28.0,9.0,0.5,170.0,9.0
donggaocun_aq,2018-05-19 07:00:00,31.0,51.0,10.0,0.5,182.0,9.0
donggaocun_aq,2018-05-19 08:00:00,37.0,66.0,12.0,0.6,188.0,8.0
donggaocun_aq,2018-05-19 09:00:00,37.0,62.0,13.0,0.6,191.0,8.0
donggaocun_aq,2018-05-19 10:00:00,41.0,51.0,13.0,0.6,180.0,7.0
donggaocun_aq,2018-05-19 11:00:00,34.0,65.0,20.0,0.7,162.0,9.0
donggaocun_aq,2018-05-19 12:00:00,37.0,87.0,27.0,0.8,140.0,7.0
donggaocun_aq,2018-05-19 13:00:00,37.0,66.0,23.0,0.8,86.0,2.0
donggaocun_aq,2018-05-19 14:00:00,25.0,36.0,19.0,0.6,90.0,2.0
donggaocun_aq,2018-05-19 15:00:00,41.0,,15.0,0.5,80.0,2.0
donggaocun_aq,2018-05-19 16:00:00,45.0,,15.0,0.5,88.0,2.0
donggaocun_aq,2018-05-19 17:00:00,41.0,,13.0,0.5,95.0,2.0
donggaocun_aq,2018-05-19 18:00:00,50.0,,20.0,0.5,76.0,2.0
donggaocun_aq,2018-05-19 19:00:00,71.0,,28.0,0.7,48.0,3.0
donggaocun_aq,2018-05-19 20:00:00,65.0,,48.0,1.3,,6.0
donggaocun_aq,2018-05-19 21:00:00,44.0,59.0,59.0,1.8,6.0,9.0
donggaocun_aq,2018-05-19 22:00:00,53.0,65.0,65.0,2.3,2.0,8.0
donggaocun_aq,2018-05-19 23:00:00,42.0,45.0,47.0,1.9,21.0,11.0
donggaocun_aq,2018-05-20 00:00:00,38.0,43.0,42.0,1.7,31.0,12.0
donggaocun_aq,2018-05-20 01:00:00,47.0,,38.0,1.6,40.0,11.0
donggaocun_aq,2018-05-20 02:00:00,38.0,,25.0,1.0,67.0,5.0
donggaocun_aq,2018-05-20 03:00:00,24.0,,18.0,0.7,67.0,3.0
donggaocun_aq,2018-05-20 04:00:00,29.0,,16.0,0.5,85.0,3.0
donggaocun_aq,2018-05-20 05:00:00,30.0,,12.0,0.5,94.0,3.0
donggaocun_aq,2018-05-20 06:00:00,26.0,,15.0,0.7,88.0,7.0
donggaocun_aq,2018-05-20 07:00:00,26.0,31.0,25.0,1.4,79.0,18.0
donggaocun_aq,2018-05-20 08:00:00,52.0,68.0,47.0,2.5,55.0,28.0
donggaocun_aq,2018-05-20 09:00:00,51.0,79.0,54.0,2.5,47.0,28.0
donggaocun_aq,2018-05-20 10:00:00,54.0,74.0,47.0,1.7,57.0,20.0
donggaocun_aq,2018-05-20 11:00:00,69.0,74.0,44.0,1.5,59.0,13.0
donggaocun_aq,2018-05-20 12:00:00,68.0,76.0,43.0,1.4,59.0,12.0
donggaocun_aq,2018-05-20 13:00:00,74.0,75.0,41.0,1.4,54.0,10.0
donggaocun_aq,2018-05-20 14:00:00,83.0,,40.0,1.3,46.0,9.0
donggaocun_aq,2018-05-20 15:00:00,72.0,,39.0,1.0,43.0,12.0
donggaocun_aq,2018-05-20 16:00:00,73.0,,43.0,1.0,36.0,12.0
donggaocun_aq,2018-05-20 17:00:00,71.0,,37.0,1.1,41.0,12.0
donggaocun_aq,2018-05-20 18:00:00,76.0,,44.0,1.6,28.0,14.0
donggaocun_aq,2018-05-20 19:00:00,77.0,,49.0,1.7,23.0,14.0
donggaocun_aq,2018-05-20 20:00:00,82.0,,45.0,1.9,31.0,16.0
donggaocun_aq,2018-05-20 22:00:00,79.0,,48.0,2.3,24.0,15.0
donggaocun_aq,2018-05-20 23:00:00,67.0,,47.0,1.9,34.0,15.0
donggaocun_aq,2018-05-21 00:00:00,65.0,,42.0,1.8,37.0,14.0
donggaocun_aq,2018-05-21 01:00:00,56.0,,37.0,1.6,48.0,14.0
donggaocun_aq,2018-05-21 02:00:00,49.0,,35.0,1.6,55.0,18.0
donggaocun_aq,2018-05-21 03:00:00,48.0,,36.0,1.5,58.0,16.0
donggaocun_aq,2018-05-21 04:00:00,55.0,,39.0,1.7,56.0,15.0
donggaocun_aq,2018-05-21 05:00:00,50.0,,36.0,1.6,67.0,19.0
donggaocun_aq,2018-05-21 06:00:00,51.0,,34.0,1.5,74.0,
donggaocun_aq,2018-05-21 07:00:00,62.0,,33.0,1.5,85.0,
donggaocun_aq,2018-05-21 08:00:00,55.0,,31.0,1.1,93.0,21.0
donggaocun_aq,2018-05-21 09:00:00,18.0,,17.0,0.2,105.0,9.0
donggaocun_aq,2018-05-21 10:00:00,13.0,,13.0,0.2,110.0,7.0
donggaocun_aq,2018-05-21 11:00:00,10.0,18.0,10.0,0.2,109.0,7.0
donggaocun_aq,2018-05-21 12:00:00,6.0,28.0,14.0,0.3,101.0,6.0
donggaocun_aq,2018-05-21 13:00:00,18.0,32.0,17.0,0.3,86.0,6.0
donggaocun_aq,2018-05-21 14:00:00,22.0,26.0,20.0,0.2,76.0,6.0
donggaocun_aq,2018-05-21 15:00:00,18.0,27.0,22.0,0.3,70.0,6.0
donggaocun_aq,2018-05-21 16:00:00,28.0,36.0,23.0,0.5,67.0,7.0
donggaocun_aq,2018-05-21 17:00:00,27.0,34.0,21.0,0.5,54.0,5.0
donggaocun_aq,2018-05-21 18:00:00,41.0,,17.0,0.5,46.0,5.0
donggaocun_aq,2018-05-21 19:00:00,45.0,,22.0,0.5,35.0,4.0
donggaocun_aq,2018-05-21 20:00:00,45.0,,23.0,0.5,,4.0
donggaocun_aq,2018-05-21 21:00:00,48.0,,30.0,0.5,16.0,4.0
donggaocun_aq,2018-05-21 22:00:00,24.0,,24.0,0.4,29.0,3.0
donggaocun_aq,2018-05-21 23:00:00,37.0,,17.0,0.3,39.0,3.0
donggaocun_aq,2018-05-22 00:00:00,39.0,,19.0,0.4,35.0,4.0
donggaocun_aq,2018-05-22 01:00:00,49.0,,22.0,0.5,40.0,3.0
donggaocun_aq,2018-05-22 02:00:00,63.0,,20.0,0.5,59.0,4.0
donggaocun_aq,2018-05-22 03:00:00,29.0,,10.0,0.3,87.0,5.0
donggaocun_aq,2018-05-22 04:00:00,26.0,53.0,10.0,0.2,95.0,4.0
donggaocun_aq,2018-05-22 05:00:00,34.0,141.0,13.0,0.2,98.0,5.0
donggaocun_aq,2018-05-22 06:00:00,42.0,196.0,8.0,0.2,105.0,4.0
donggaocun_aq,2018-05-22 07:00:00,30.0,155.0,6.0,0.1,108.0,4.0
donggaocun_aq,2018-05-22 08:00:00,22.0,143.0,6.0,0.1,109.0,4.0
donggaocun_aq,2018-05-22 09:00:00,30.0,254.0,6.0,0.1,104.0,4.0
donggaocun_aq,2018-05-22 10:00:00,45.0,356.0,6.0,0.1,102.0,3.0
donggaocun_aq,2018-05-22 11:00:00,64.0,321.0,6.0,0.1,104.0,3.0
donggaocun_aq,2018-05-22 12:00:00,83.0,453.0,6.0,0.1,101.0,3.0
donggaocun_aq,2018-05-22 13:00:00,102.0,481.0,5.0,0.1,104.0,2.0
donggaocun_aq,2018-05-22 14:00:00,64.0,307.0,6.0,0.1,100.0,2.0
donggaocun_aq,2018-05-22 15:00:00,66.0,303.0,5.0,0.1,98.0,2.0
donggaocun_aq,2018-05-22 16:00:00,69.0,315.0,5.0,0.1,85.0,2.0
donggaocun_aq,2018-05-22 17:00:00,79.0,292.0,4.0,0.1,84.0,2.0
donggaocun_aq,2018-05-22 18:00:00,69.0,277.0,3.0,0.1,82.0,2.0
donggaocun_aq,2018-05-22 19:00:00,71.0,255.0,3.0,0.1,86.0,2.0
donggaocun_aq,2018-05-22 20:00:00,73.0,294.0,24.0,0.2,51.0,4.0
donggaocun_aq,2018-05-22 21:00:00,71.0,271.0,30.0,0.2,41.0,3.0
donggaocun_aq,2018-05-22 22:00:00,64.0,294.0,14.0,0.2,52.0,3.0
donggaocun_aq,2018-05-23 00:00:00,87.0,336.0,16.0,0.4,59.0,5.0
donggaocun_aq,2018-05-23 01:00:00,93.0,395.0,23.0,0.5,68.0,9.0
donggaocun_aq,2018-05-23 02:00:00,83.0,363.0,36.0,0.6,76.0,15.0
donggaocun_aq,2018-05-23 03:00:00,79.0,297.0,40.0,0.7,83.0,20.0
donggaocun_aq,2018-05-23 04:00:00,69.0,264.0,42.0,0.6,89.0,17.0
donggaocun_aq,2018-05-23 05:00:00,67.0,234.0,37.0,0.5,118.0,17.0
donggaocun_aq,2018-05-23 06:00:00,63.0,168.0,26.0,0.4,144.0,19.0
donggaocun_aq,2018-05-23 07:00:00,53.0,159.0,23.0,0.4,152.0,17.0
donggaocun_aq,2018-05-23 08:00:00,35.0,151.0,19.0,0.4,156.0,16.0
donggaocun_aq,2018-05-23 10:00:00,47.0,179.0,18.0,0.3,182.0,23.0
donggaocun_aq,2018-05-23 11:00:00,36.0,146.0,20.0,0.3,176.0,19.0
donggaocun_aq,2018-05-23 12:00:00,45.0,138.0,19.0,0.4,176.0,17.0
donggaocun_aq,2018-05-23 13:00:00,27.0,135.0,20.0,0.6,169.0,17.0
donggaocun_aq,2018-05-23 14:00:00,29.0,111.0,20.0,0.5,157.0,16.0
donggaocun_aq,2018-05-23 15:00:00,37.0,121.0,20.0,0.5,151.0,17.0
donggaocun_aq,2018-05-23 16:00:00,47.0,119.0,19.0,0.5,139.0,16.0
donggaocun_aq,2018-05-23 17:00:00,35.0,111.0,19.0,0.5,123.0,14.0
donggaocun_aq,2018-05-23 18:00:00,52.0,112.0,17.0,0.5,115.0,14.0
donggaocun_aq,2018-05-23 20:00:00,42.0,103.0,18.0,0.4,,11.0
donggaocun_aq,2018-05-23 21:00:00,29.0,97.0,18.0,0.4,84.0,5.0
donggaocun_aq,2018-05-23 22:00:00,31.0,102.0,18.0,0.4,77.0,5.0
donggaocun_aq,2018-05-23 23:00:00,43.0,111.0,18.0,0.4,67.0,4.0
donggaocun_aq,2018-05-24 00:00:00,60.0,130.0,28.0,0.5,67.0,8.0
donggaocun_aq,2018-05-24 01:00:00,60.0,163.0,54.0,0.5,51.0,8.0
donggaocun_aq,2018-05-24 02:00:00,62.0,182.0,62.0,0.5,64.0,11.0
donggaocun_aq,2018-05-24 03:00:00,59.0,71.0,35.0,0.4,135.0,15.0
donggaocun_aq,2018-05-24 04:00:00,29.0,101.0,25.0,0.5,171.0,18.0
donggaocun_aq,2018-05-24 05:00:00,66.0,151.0,31.0,0.6,236.0,24.0
donggaocun_aq,2018-05-24 06:00:00,68.0,121.0,31.0,0.6,254.0,26.0
donggaocun_aq,2018-05-24 07:00:00,63.0,109.0,28.0,0.6,235.0,24.0
donggaocun_aq,2018-05-24 08:00:00,52.0,79.0,31.0,0.5,242.0,27.0
donggaocun_aq,2018-05-24 09:00:00,41.0,73.0,31.0,0.5,245.0,26.0
donggaocun_aq,2018-05-24 10:00:00,45.0,94.0,31.0,0.5,241.0,24.0
donggaocun_aq,2018-05-24 11:00:00,44.0,97.0,29.0,0.6,231.0,24.0
donggaocun_aq,2018-05-24 12:00:00,51.0,125.0,32.0,0.7,219.0,20.0
donggaocun_aq,2018-05-24 13:00:00,91.0,129.0,25.0,0.7,220.0,13.0
donggaocun_aq,2018-05-24 14:00:00,50.0,128.0,25.0,0.6,200.0,8.0
donggaocun_aq,2018-05-24 15:00:00,49.0,113.0,23.0,0.5,173.0,7.0
donggaocun_aq,2018-05-24 16:00:00,34.0,99.0,23.0,0.3,142.0,7.0
donggaocun_aq,2018-05-24 17:00:00,37.0,80.0,20.0,0.3,132.0,7.0
donggaocun_aq,2018-05-24 18:00:00,35.0,83.0,18.0,0.3,121.0,7.0
donggaocun_aq,2018-05-24 19:00:00,31.0,81.0,18.0,0.3,103.0,6.0
donggaocun_aq,2018-05-24 20:00:00,34.0,91.0,19.0,0.3,96.0,6.0
donggaocun_aq,2018-05-24 21:00:00,34.0,92.0,19.0,0.3,85.0,6.0
donggaocun_aq,2018-05-24 22:00:00,44.0,92.0,20.0,0.4,75.0,5.0
donggaocun_aq,2018-05-24 23:00:00,33.0,108.0,22.0,0.4,66.0,6.0
donggaocun_aq,2018-05-25 00:00:00,49.0,116.0,26.0,0.4,70.0,7.0
donggaocun_aq,2018-05-25 01:00:00,56.0,123.0,34.0,0.4,70.0,7.0
donggaocun_aq,2018-05-25 02:00:00,70.0,130.0,29.0,0.5,93.0,7.0
donggaocun_aq,2018-05-25 03:00:00,63.0,129.0,22.0,0.5,126.0,10.0
donggaocun_aq,2018-05-25 04:00:00,57.0,112.0,16.0,0.5,164.0,15.0
donggaocun_aq,2018-05-25 05:00:00,,,,,,
donggaocun_aq,2018-05-25 06:00:00,,,,,,
donggaocun_aq,2018-05-25 07:00:00,,,,,,
donggaocun_aq,2018-05-25 08:00:00,,,,,,
donggaocun_aq,2018-05-25 09:00:00,,,,0.6,200.0,13.0
donggaocun_aq,2018-05-25 10:00:00,,,14.0,0.7,218.0,4.0
donggaocun_aq,2018-05-25 11:00:00,,119.0,15.0,0.7,199.0,3.0
donggaocun_aq,2018-05-25 12:00:00,,114.0,16.0,0.8,179.0,2.0
donggaocun_aq,2018-05-25 13:00:00,,146.0,20.0,1.0,198.0,2.0
donggaocun_aq,2018-05-25 14:00:00,,139.0,25.0,0.9,144.0,2.0
donggaocun_aq,2018-05-25 15:00:00,,108.0,21.0,1.0,134.0,2.0
donggaocun_aq,2018-05-25 16:00:00,,116.0,21.0,1.1,122.0,2.0
donggaocun_aq,2018-05-25 17:00:00,,115.0,19.0,1.1,116.0,2.0
donggaocun_aq,2018-05-25 18:00:00,,110.0,16.0,1.0,103.0,2.0
donggaocun_aq,2018-05-25 20:00:00,,95.0,14.0,0.7,,2.0
donggaocun_aq,2018-05-25 22:00:00,,,13.0,0.8,78.0,4.0
donggaocun_aq,2018-05-25 23:00:00,,123.0,14.0,0.9,83.0,5.0
donggaocun_aq,2018-05-26 00:00:00,,119.0,14.0,0.8,89.0,4.0
donggaocun_aq,2018-05-26 01:00:00,,,18.0,0.8,97.0,6.0
donggaocun_aq,2018-05-26 02:00:00,,135.0,23.0,0.8,106.0,8.0
donggaocun_aq,2018-05-26 03:00:00,,124.0,22.0,0.8,124.0,8.0
donggaocun_aq,2018-05-26 04:00:00,,107.0,15.0,0.7,145.0,6.0
donggaocun_aq,2018-05-26 05:00:00,,117.0,14.0,0.7,164.0,5.0
donggaocun_aq,2018-05-26 06:00:00,119.0,134.0,15.0,0.7,181.0,5.0
donggaocun_aq,2018-05-26 07:00:00,126.0,158.0,16.0,0.8,186.0,5.0
donggaocun_aq,2018-05-26 08:00:00,111.0,155.0,16.0,1.0,194.0,6.0
donggaocun_aq,2018-05-26 09:00:00,119.0,157.0,18.0,1.2,199.0,6.0
donggaocun_aq,2018-05-26 10:00:00,122.0,159.0,22.0,1.1,177.0,5.0
donggaocun_aq,2018-05-26 11:00:00,128.0,342.0,16.0,0.4,116.0,3.0
donggaocun_aq,2018-05-26 12:00:00,117.0,442.0,3.0,0.1,91.0,2.0
donggaocun_aq,2018-05-26 13:00:00,105.0,343.0,3.0,0.1,93.0,2.0
donggaocun_aq,2018-05-26 14:00:00,84.0,235.0,5.0,0.1,88.0,2.0
donggaocun_aq,2018-05-26 15:00:00,80.0,231.0,8.0,0.1,76.0,2.0
donggaocun_aq,2018-05-26 16:00:00,71.0,184.0,9.0,0.1,77.0,2.0
donggaocun_aq,2018-05-26 17:00:00,61.0,146.0,6.0,0.1,82.0,2.0
donggaocun_aq,2018-05-26 18:00:00,60.0,130.0,7.0,0.1,71.0,2.0
donggaocun_aq,2018-05-26 19:00:00,51.0,97.0,5.0,0.1,71.0,2.0
donggaocun_aq,2018-05-26 20:00:00,45.0,105.0,4.0,0.1,72.0,2.0
donggaocun_aq,2018-05-26 21:00:00,48.0,84.0,4.0,0.1,70.0,2.0
donggaocun_aq,2018-05-26 22:00:00,32.0,100.0,3.0,0.1,65.0,2.0
donggaocun_aq,2018-05-26 23:00:00,41.0,107.0,5.0,0.1,53.0,2.0
donggaocun_aq,2018-05-27 00:00:00,44.0,81.0,7.0,0.1,61.0,2.0
donggaocun_aq,2018-05-27 01:00:00,45.0,104.0,13.0,0.2,68.0,2.0
donggaocun_aq,2018-05-27 02:00:00,41.0,102.0,7.0,0.2,85.0,2.0
donggaocun_aq,2018-05-27 03:00:00,45.0,120.0,5.0,0.2,97.0,2.0
donggaocun_aq,2018-05-27 04:00:00,38.0,103.0,5.0,0.2,109.0,2.0
donggaocun_aq,2018-05-27 05:00:00,28.0,,3.0,0.2,109.0,2.0
donggaocun_aq,2018-05-27 06:00:00,30.0,76.0,3.0,0.2,114.0,2.0
donggaocun_aq,2018-05-27 07:00:00,26.0,104.0,6.0,0.2,137.0,2.0
donggaocun_aq,2018-05-27 08:00:00,19.0,120.0,10.0,0.2,165.0,4.0
donggaocun_aq,2018-05-27 09:00:00,31.0,117.0,11.0,0.2,170.0,3.0
donggaocun_aq,2018-05-27 10:00:00,25.0,66.0,9.0,0.2,145.0,2.0
donggaocun_aq,2018-05-27 11:00:00,20.0,104.0,14.0,0.1,122.0,2.0
donggaocun_aq,2018-05-27 12:00:00,23.0,122.0,15.0,0.2,127.0,2.0
donggaocun_aq,2018-05-27 13:00:00,32.0,119.0,14.0,0.2,115.0,2.0
donggaocun_aq,2018-05-27 14:00:00,24.0,97.0,12.0,0.2,104.0,2.0
donggaocun_aq,2018-05-27 15:00:00,28.0,117.0,13.0,0.2,106.0,3.0
donggaocun_aq,2018-05-27 16:00:00,31.0,128.0,21.0,0.2,95.0,5.0
donggaocun_aq,2018-05-27 17:00:00,32.0,123.0,24.0,0.2,78.0,5.0
donggaocun_aq,2018-05-27 18:00:00,33.0,112.0,22.0,0.2,64.0,4.0
donggaocun_aq,2018-05-27 19:00:00,36.0,100.0,25.0,0.2,54.0,4.0
donggaocun_aq,2018-05-27 20:00:00,33.0,80.0,21.0,0.2,,3.0
donggaocun_aq,2018-05-27 22:00:00,83.0,330.0,7.0,0.1,65.0,2.0
donggaocun_aq,2018-05-27 23:00:00,75.0,380.0,8.0,0.1,50.0,2.0
donggaocun_aq,2018-05-28 00:00:00,106.0,401.0,12.0,0.1,44.0,2.0
donggaocun_aq,2018-05-28 01:00:00,115.0,489.0,26.0,0.2,48.0,2.0
donggaocun_aq,2018-05-28 02:00:00,63.0,384.0,6.0,0.1,84.0,2.0
donggaocun_aq,2018-05-28 03:00:00,27.0,221.0,3.0,0.2,96.0,2.0
donggaocun_aq,2018-05-28 04:00:00,16.0,90.0,3.0,0.1,96.0,2.0
donggaocun_aq,2018-05-28 05:00:00,3.0,58.0,2.0,0.2,91.0,2.0
donggaocun_aq,2018-05-28 06:00:00,8.0,40.0,2.0,0.1,90.0,2.0
donggaocun_aq,2018-05-28 07:00:00,3.0,27.0,2.0,0.1,90.0,2.0
donggaocun_aq,2018-05-28 08:00:00,3.0,29.0,2.0,0.1,91.0,2.0
donggaocun_aq,2018-05-28 10:00:00,14.0,15.0,2.0,0.1,92.0,2.0
donggaocun_aq,2018-05-28 11:00:00,3.0,32.0,4.0,0.1,88.0,2.0
donggaocun_aq,2018-05-28 12:00:00,3.0,14.0,5.0,0.1,80.0,2.0
donggaocun_aq,2018-05-28 13:00:00,3.0,36.0,4.0,0.1,74.0,2.0
donggaocun_aq,2018-05-28 14:00:00,22.0,,4.0,0.1,73.0,2.0
donggaocun_aq,2018-05-28 15:00:00,10.0,15.0,3.0,0.1,73.0,2.0
donggaocun_aq,2018-05-28 16:00:00,7.0,,3.0,0.1,72.0,2.0
donggaocun_aq,2018-05-28 17:00:00,3.0,8.0,2.0,0.1,70.0,2.0
donggaocun_aq,2018-05-28 18:00:00,3.0,6.0,3.0,0.1,68.0,2.0
donggaocun_aq,2018-05-28 19:00:00,3.0,8.0,2.0,0.1,66.0,2.0
donggaocun_aq,2018-05-28 20:00:00,8.0,,3.0,0.1,65.0,2.0
donggaocun_aq,2018-05-28 21:00:00,3.0,11.0,3.0,0.1,64.0,2.0
donggaocun_aq,2018-05-28 22:00:00,7.0,12.0,4.0,0.1,61.0,2.0
donggaocun_aq,2018-05-28 23:00:00,3.0,49.0,8.0,0.1,43.0,2.0
donggaocun_aq,2018-05-29 01:00:00,3.0,,9.0,0.1,66.0,2.0
donggaocun_aq,2018-05-29 02:00:00,4.0,46.0,12.0,0.1,72.0,2.0
donggaocun_aq,2018-05-29 03:00:00,32.0,,10.0,0.1,85.0,2.0
donggaocun_aq,2018-05-29 04:00:00,13.0,,4.0,0.1,92.0,2.0
donggaocun_aq,2018-05-29 05:00:00,12.0,13.0,2.0,0.1,96.0,2.0
donggaocun_aq,2018-05-29 06:00:00,46.0,,3.0,0.1,101.0,2.0
donggaocun_aq,2018-05-30 08:00:00,12.0,22.0,5.0,0.2,134.0,3.0
donggaocun_aq,2018-05-30 09:00:00,6.0,29.0,6.0,0.2,142.0,3.0
donggaocun_aq,2018-05-30 10:00:00,14.0,29.0,8.0,0.2,156.0,3.0
donggaocun_aq,2018-05-30 11:00:00,13.0,36.0,8.0,0.2,154.0,3.0
donggaocun_aq,2018-05-30 12:00:00,3.0,16.0,8.0,0.2,145.0,2.0
donggaocun_aq,2018-05-30 13:00:00,8.0,34.0,12.0,0.2,147.0,2.0
donggaocun_aq,2018-05-30 14:00:00,19.0,40.0,16.0,0.2,134.0,2.0
