station_id,utc_time,PM2.5,PM10,NO2
GN0,2018-05-05 19:00:00,,24.6,27.3
GN0,2018-05-05 20:00:00,,34.3,37.8
GN0,2018-05-05 21:00:00,,36.9,45.7
GN0,2018-05-05 22:00:00,,43.1,96.2
GN0,2018-05-05 23:00:00,,37.2,90.2
GN0,2018-05-06 00:00:00,,33.0,73.9
GN0,2018-05-06 01:00:00,,32.7,67.5
GN0,2018-05-06 02:00:00,,31.6,62.1
GN0,2018-05-06 03:00:00,,31.5,52.1
GN0,2018-05-06 04:00:00,,33.0,53.6
GN0,2018-05-06 05:00:00,,30.6,56.6
GN0,2018-05-06 06:00:00,,39.7,57.4
GN0,2018-05-06 07:00:00,,37.4,56.2
GN0,2018-05-06 08:00:00,,36.3,56.1
GN0,2018-05-06 09:00:00,,34.7,54.6
GN0,2018-05-06 10:00:00,,28.3,43.2
GN0,2018-05-06 11:00:00,,25.4,36.7
GN0,2018-05-06 12:00:00,,22.1,27.2
GN0,2018-05-06 13:00:00,,25.9,34.8
GN0,2018-05-06 14:00:00,,24.4,45.2
GN0,2018-05-06 15:00:00,,20.5,53.6
GN0,2018-05-06 16:00:00,,23.1,51.7
GN0,2018-05-06 17:00:00,,,41.0
GN0,2018-05-06 18:00:00,,27.9,35.1
GN0,2018-05-06 19:00:00,,30.4,57.5
GN0,2018-05-06 20:00:00,,44.2,66.7
GN0,2018-05-06 21:00:00,,46.5,87.3
GN0,2018-05-06 22:00:00,,43.2,93.1
GN0,2018-05-06 23:00:00,,55.2,93.4
GN0,2018-05-07 00:00:00,,47.6,95.1
GN0,2018-05-07 01:00:00,,54.6,78.0
GN0,2018-05-07 02:00:00,,54.7,71.6
GN0,2018-05-07 03:00:00,,52.7,71.7
GN0,2018-05-07 04:00:00,,57.5,68.3
GN0,2018-05-07 05:00:00,,55.7,66.3
GN0,2018-05-07 06:00:00,,58.9,70.5
GN0,2018-05-07 07:00:00,,48.4,58.9
GN0,2018-05-07 08:00:00,,35.2,71.4
GN0,2018-05-07 09:00:00,,32.7,61.5
GN0,2018-05-07 10:00:00,,27.7,53.4
GN0,2018-05-07 11:00:00,,20.2,39.8
GN0,2018-05-07 12:00:00,,21.5,46.5
GN0,2018-05-07 13:00:00,,22.9,41.2
GN0,2018-05-07 14:00:00,,22.9,43.6
GN0,2018-05-07 15:00:00,,21.7,33.5
GN0,2018-05-07 16:00:00,,20.4,40.5
GN0,2018-05-07 17:00:00,,,42.0
GN0,2018-05-07 18:00:00,,24.0,51.2
GN0,2018-05-07 19:00:00,,28.4,50.0
GN0,2018-05-07 20:00:00,,36.9,89.0
GN0,2018-05-07 21:00:00,,39.0,93.5
GN0,2018-05-07 22:00:00,,45.8,103.5
GN0,2018-05-07 23:00:00,,46.6,96.7
GN0,2018-05-08 00:00:00,52.1,50.1,88.4
GN0,2018-05-08 01:00:00,55.2,50.1,81.2
GN0,2018-05-08 02:00:00,55.4,,76.5
GN0,2018-05-08 03:00:00,53.4,45.6,74.0
GN0,2018-05-08 04:00:00,49.3,45.0,74.6
GN0,2018-05-08 05:00:00,57.6,56.7,82.1
GN0,2018-05-08 06:00:00,63.2,51.6,84.3
GN0,2018-05-08 07:00:00,54.7,65.5,94.0
GN0,2018-05-08 08:00:00,,51.2,104.6
GN0,2018-05-08 09:00:00,,35.3,53.5
GN0,2018-05-08 10:00:00,,27.8,40.4
GN0,2018-05-08 11:00:00,,21.5,30.4
GN0,2018-05-08 12:00:00,,20.0,24.0
GN0,2018-05-08 13:00:00,,24.0,20.5
GN0,2018-05-08 14:00:00,,20.6,25.8
GN0,2018-05-08 15:00:00,,24.9,23.7
GN0,2018-05-08 16:00:00,,25.1,41.4
GN0,2018-05-08 17:00:00,,18.7,44.7
GN0,2018-05-08 18:00:00,,21.3,39.5
GN0,2018-05-08 19:00:00,,9.2,33.0
GN0,2018-05-08 20:00:00,,10.0,45.7
GN0,2018-05-08 21:00:00,,8.2,39.1
GN0,2018-05-08 22:00:00,,13.4,36.4
GN0,2018-05-08 23:00:00,,12.0,27.2
GN0,2018-05-09 00:00:00,,11.9,28.8
GN0,2018-05-09 01:00:00,,18.7,28.0
GN0,2018-05-09 02:00:00,,24.7,31.4
GN0,2018-05-09 03:00:00,,25.9,30.7
GN0,2018-05-09 04:00:00,,21.6,42.5
GN0,2018-05-09 05:00:00,,25.4,41.2
GN0,2018-05-09 06:00:00,,26.6,44.9
GN0,2018-05-09 07:00:00,,21.2,58.7
GN0,2018-05-09 08:00:00,,27.0,58.0
GN0,2018-05-09 09:00:00,,12.4,27.7
GN0,2018-05-09 10:00:00,,11.2,20.8
GN0,2018-05-09 11:00:00,,14.3,23.0
GN0,2018-05-09 12:00:00,,11.9,23.9
GN0,2018-05-09 13:00:00,,12.9,19.4
GN0,2018-05-09 14:00:00,,11.4,19.3
GN0,2018-05-09 15:00:00,,14.6,19.0
GN0,2018-05-09 16:00:00,,16.9,20.3
GN0,2018-05-09 17:00:00,,16.1,19.2
GN0,2018-05-09 18:00:00,,15.8,23.1
GN0,2018-05-09 19:00:00,,11.3,24.7
GN0,2018-05-09 20:00:00,,10.7,22.5
GN0,2018-05-09 21:00:00,,15.4,24.3
GN0,2018-05-09 22:00:00,,11.9,27.5
GN0,2018-05-09 23:00:00,,16.4,20.8
GN0,2018-05-10 00:00:00,,8.7,11.6
GN0,2018-05-10 01:00:00,,20.2,10.7
GN0,2018-05-10 02:00:00,,14.7,9.7
GN0,2018-05-10 03:00:00,,12.0,12.2
GN0,2018-05-10 04:00:00,,7.2,18.6
GN0,2018-05-10 05:00:00,,8.3,50.1
GN0,2018-05-10 06:00:00,,12.7,56.3
GN0,2018-05-10 07:00:00,,10.1,54.1
GN0,2018-05-10 08:00:00,,11.1,56.5
GN0,2018-05-10 09:00:00,,16.6,49.4
GN0,2018-05-10 10:00:00,,12.7,45.3
GN0,2018-05-10 11:00:00,,14.1,49.0
GN0,2018-05-10 12:00:00,,13.0,51.4
GN0,2018-05-10 13:00:00,,20.2,48.6
GN0,2018-05-10 14:00:00,,17.1,61.2
GN0,2018-05-10 15:00:00,,17.8,68.4
GN0,2018-05-10 16:00:00,,14.0,85.6
GN0,2018-05-10 17:00:00,,14.0,81.9
GN0,2018-05-10 18:00:00,,9.6,72.4
GN0,2018-05-10 19:00:00,,11.6,43.1
GN0,2018-05-10 20:00:00,,13.2,42.3
GN0,2018-05-10 21:00:00,,15.9,55.3
GN0,2018-05-10 22:00:00,,25.5,36.4
GN0,2018-05-10 23:00:00,,20.3,42.0
GN0,2018-05-11 00:00:00,,15.1,36.4
GN0,2018-05-11 01:00:00,,13.2,19.5
GN0,2018-05-11 02:00:00,,15.1,19.6
GN0,2018-05-11 03:00:00,,15.7,17.6
GN0,2018-05-11 04:00:00,,13.7,21.4
GN0,2018-05-11 05:00:00,,15.1,24.5
GN0,2018-05-11 06:00:00,,15.0,19.8
GN0,2018-05-11 07:00:00,,16.3,19.0
GN0,2018-05-11 08:00:00,,20.3,14.3
GN0,2018-05-11 09:00:00,,14.3,12.0
GN0,2018-05-11 10:00:00,,12.1,10.0
GN0,2018-05-11 11:00:00,,12.6,13.1
GN0,2018-05-11 12:00:00,,10.5,11.9
GN0,2018-05-11 13:00:00,,,11.6
GN0,2018-05-11 14:00:00,,16.6,10.6
GN0,2018-05-11 15:00:00,,12.4,14.5
GN0,2018-05-11 16:00:00,,17.3,14.6
GN0,2018-05-11 17:00:00,,27.0,16.0
GN0,2018-05-11 18:00:00,,24.8,18.3
GN0,2018-05-11 19:00:00,,17.7,21.1
GN0,2018-05-11 20:00:00,,21.5,32.8
GN0,2018-05-11 21:00:00,,26.9,32.1
GN0,2018-05-11 22:00:00,,22.4,29.8
GN0,2018-05-11 23:00:00,,17.8,22.3
GN0,2018-05-12 00:00:00,,18.4,20.1
GN0,2018-05-12 01:00:00,,19.2,21.8
GN0,2018-05-12 02:00:00,,17.6,20.6
GN0,2018-05-12 03:00:00,,18.4,25.4
GN0,2018-05-12 04:00:00,,17.4,19.9
GN0,2018-05-12 05:00:00,,15.4,16.3
GN0,2018-05-12 06:00:00,,10.8,14.2
GN0,2018-05-12 07:00:00,,12.1,21.9
GN0,2018-05-12 08:00:00,,25.1,19.4
GN0,2018-05-12 09:00:00,,18.5,23.9
GN0,2018-05-12 10:00:00,,7.5,18.8
GN0,2018-05-12 11:00:00,,13.2,18.3
GN0,2018-05-12 12:00:00,,11.8,21.9
GN0,2018-05-12 13:00:00,,12.1,26.9
GN0,2018-05-12 14:00:00,,15.7,49.1
GN0,2018-05-12 15:00:00,,13.8,36.9
GN0,2018-05-12 16:00:00,,13.2,34.8
GN0,2018-05-12 17:00:00,,12.3,42.8
GN0,2018-05-12 18:00:00,,10.1,41.7
GN0,2018-05-12 19:00:00,,11.1,40.9
GN0,2018-05-12 20:00:00,,16.0,67.8
GN0,2018-05-12 21:00:00,,16.4,61.3
GN0,2018-05-12 22:00:00,,12.9,44.2
GN0,2018-05-12 23:00:00,,13.7,33.7
GN0,2018-05-13 00:00:00,,16.1,34.8
GN0,2018-05-13 01:00:00,,13.6,29.2
GN0,2018-05-13 02:00:00,,13.1,23.4
GN0,2018-05-13 03:00:00,,15.8,29.1
GN0,2018-05-13 04:00:00,,18.6,22.6
GN0,2018-05-13 05:00:00,,18.3,24.9
GN0,2018-05-13 06:00:00,,16.4,24.3
GN0,2018-05-13 07:00:00,,16.0,27.8
GN0,2018-05-13 08:00:00,,20.4,35.4
GN0,2018-05-13 09:00:00,,21.7,38.8
GN0,2018-05-13 10:00:00,,25.0,39.3
GN0,2018-05-13 11:00:00,,17.9,33.0
GN0,2018-05-13 12:00:00,,13.2,34.7
GN0,2018-05-13 13:00:00,,19.1,37.3
GN0,2018-05-13 14:00:00,,,53.0
GN0,2018-05-13 15:00:00,,13.3,50.2
GN0,2018-05-13 16:00:00,,17.7,56.4
GN0,2018-05-13 17:00:00,,17.0,62.4
GN0,2018-05-13 18:00:00,,16.3,66.8
GN0,2018-05-13 19:00:00,,23.8,86.6
GN0,2018-05-13 20:00:00,,23.6,82.3
GN0,2018-05-13 21:00:00,,28.7,82.3
GN0,2018-05-13 22:00:00,,27.3,77.5
GN0,2018-05-13 23:00:00,,24.8,70.7
GN0,2018-05-14 00:00:00,,25.5,68.9
GN0,2018-05-14 01:00:00,,16.3,28.4
GN0,2018-05-14 02:00:00,,15.7,18.1
GN0,2018-05-14 03:00:00,,13.9,18.0
GN0,2018-05-14 04:00:00,,13.2,29.4
GN0,2018-05-14 05:00:00,,8.9,61.3
GN0,2018-05-14 06:00:00,,10.9,72.1
GN0,2018-05-14 07:00:00,,12.9,61.9
GN0,2018-05-14 08:00:00,,11.7,52.3
GN0,2018-05-14 09:00:00,,14.9,43.2
GN0,2018-05-14 10:00:00,,11.1,41.7
GN0,2018-05-14 11:00:00,,15.6,36.8
GN0,2018-05-14 12:00:00,,16.5,48.1
GN0,2018-05-14 13:00:00,,19.4,51.0
GN0,2018-05-14 14:00:00,,18.0,46.6
GN0,2018-05-14 15:00:00,,16.0,45.3
GN0,2018-05-14 16:00:00,,16.1,45.9
GN0,2018-05-14 17:00:00,,,40.7
GN0,2018-05-14 18:00:00,,15.0,40.2
GN0,2018-05-14 19:00:00,,10.7,34.0
GN0,2018-05-14 20:00:00,,11.2,47.9
GN0,2018-05-14 21:00:00,,10.8,69.2
GN0,2018-05-14 22:00:00,,10.9,26.9
GN0,2018-05-14 23:00:00,,11.3,22.5
GN0,2018-05-15 00:00:00,3.5,8.9,19.0
GN0,2018-05-15 01:00:00,2.8,7.6,13.7
GN0,2018-05-15 02:00:00,4.4,7.5,13.0
GN0,2018-05-15 03:00:00,7.3,10.0,19.7
GN0,2018-05-15 04:00:00,7.1,9.1,34.6
GN0,2018-05-15 05:00:00,9.3,9.9,62.6
GN0,2018-05-15 06:00:00,12.6,14.9,78.8
GN0,2018-05-15 07:00:00,,16.8,75.5
GN0,2018-05-15 08:00:00,,18.2,66.6
GN0,2018-05-15 09:00:00,,19.1,67.1
GN0,2018-05-15 10:00:00,,20.8,67.0
GN0,2018-05-15 11:00:00,,19.0,58.3
GN0,2018-05-15 12:00:00,,33.6,50.3
GN0,2018-05-15 13:00:00,,26.5,57.9
GN0,2018-05-15 14:00:00,,25.2,51.5
GN0,2018-05-15 15:00:00,,28.0,64.3
GN0,2018-05-15 16:00:00,,18.8,56.0
GN0,2018-05-15 17:00:00,,,51.1
GN0,2018-05-15 18:00:00,,22.3,62.2
GN0,2018-05-15 19:00:00,,20.4,69.3
GN0,2018-05-15 20:00:00,,19.0,64.7
GN0,2018-05-15 21:00:00,,17.6,68.9
GN0,2018-05-15 22:00:00,,18.0,40.8
GN0,2018-05-15 23:00:00,,22.5,33.3
GN0,2018-05-16 00:00:00,,18.4,21.5
GN0,2018-05-16 01:00:00,,19.2,15.2
GN0,2018-05-16 02:00:00,,12.1,14.6
GN0,2018-05-16 03:00:00,,8.3,16.3
GN0,2018-05-16 04:00:00,,9.4,38.8
GN0,2018-05-16 05:00:00,,11.4,53.1
GN0,2018-05-16 06:00:00,,16.0,78.0
GN0,2018-05-16 07:00:00,,15.8,50.6
GN0,2018-05-16 08:00:00,,23.2,43.4
GN0,2018-05-16 09:00:00,,26.1,35.6
GN0,2018-05-16 10:00:00,,23.9,38.4
GN0,2018-05-16 11:00:00,,33.6,34.7
GN0,2018-05-16 12:00:00,,30.6,30.6
GN0,2018-05-16 13:00:00,,35.9,30.3
GN0,2018-05-16 14:00:00,,34.7,33.2
GN0,2018-05-16 15:00:00,,31.0,36.6
GN0,2018-05-16 16:00:00,,25.4,36.9
GN0,2018-05-16 17:00:00,,25.0,33.1
GN0,2018-05-16 18:00:00,,24.2,28.3
GN0,2018-05-16 19:00:00,,21.0,23.5
GN0,2018-05-16 20:00:00,,21.1,29.8
GN0,2018-05-16 21:00:00,,23.3,29.5
GN0,2018-05-16 22:00:00,,19.0,25.1
GN0,2018-05-16 23:00:00,,15.7,22.3
GN0,2018-05-17 00:00:00,,17.0,17.9
GN0,2018-05-17 01:00:00,,16.5,14.0
GN0,2018-05-17 02:00:00,,16.6,12.9
GN0,2018-05-17 03:00:00,,16.0,21.9
GN0,2018-05-17 04:00:00,,19.1,33.0
GN0,2018-05-17 05:00:00,,21.7,57.1
GN0,2018-05-17 06:00:00,,18.7,61.5
GN0,2018-05-17 07:00:00,,25.4,53.2
GN0,2018-05-17 08:00:00,,25.3,44.0
GN0,2018-05-17 09:00:00,,27.0,40.6
GN0,2018-05-17 10:00:00,,24.1,41.9
GN0,2018-05-17 11:00:00,,26.7,41.4
GN0,2018-05-17 12:00:00,,23.8,41.2
GN0,2018-05-17 13:00:00,,26.1,43.2
GN0,2018-05-17 14:00:00,,26.5,51.8
GN0,2018-05-17 15:00:00,,22.9,55.5
GN0,2018-05-17 16:00:00,,20.8,55.5
GN0,2018-05-17 17:00:00,,24.3,37.0
GN0,2018-05-17 18:00:00,,28.2,31.7
GN0,2018-05-17 19:00:00,,24.6,29.8
GN0,2018-05-17 20:00:00,,23.0,30.9
GN0,2018-05-17 21:00:00,,24.8,47.5
GN0,2018-05-17 22:00:00,,21.5,37.3
GN0,2018-05-17 23:00:00,,19.4,30.8
GN0,2018-05-18 00:00:00,,12.8,26.3
GN0,2018-05-18 01:00:00,,13.2,23.4
GN0,2018-05-18 02:00:00,,13.1,27.5
GN0,2018-05-18 03:00:00,,12.8,46.0
GN0,2018-05-18 04:00:00,,13.9,54.7
GN0,2018-05-18 05:00:00,,25.7,80.6
GN0,2018-05-18 06:00:00,,23.2,76.9
GN0,2018-05-18 07:00:00,,25.6,70.0
GN0,2018-05-18 08:00:00,,21.1,56.9
GN0,2018-05-18 09:00:00,,21.5,40.3
GN0,2018-05-18 10:00:00,,20.8,38.6
GN0,2018-05-18 11:00:00,,21.3,35.5
GN0,2018-05-18 12:00:00,,21.8,44.1
GN0,2018-05-18 13:00:00,,21.4,38.7
GN0,2018-05-18 14:00:00,,24.8,55.6
GN0,2018-05-18 15:00:00,,24.3,54.6
GN0,2018-05-18 16:00:00,,21.1,62.6
GN0,2018-05-18 17:00:00,,,53.2
GN0,2018-05-18 18:00:00,,28.3,48.4
GN0,2018-05-18 19:00:00,,25.7,43.4
GN0,2018-05-18 20:00:00,,24.2,30.5
GN0,2018-05-18 21:00:00,,21.5,32.4
GN0,2018-05-18 22:00:00,,21.2,38.8
GN0,2018-05-18 23:00:00,,26.1,35.7
GN0,2018-05-19 00:00:00,,23.3,35.2
GN0,2018-05-19 01:00:00,,26.5,35.1
GN0,2018-05-19 02:00:00,,27.7,41.8
GN0,2018-05-19 03:00:00,,26.2,43.4
GN0,2018-05-19 04:00:00,,26.1,49.5
GN0,2018-05-19 05:00:00,,30.3,53.6
GN0,2018-05-19 06:00:00,,35.5,57.3
GN0,2018-05-19 07:00:00,,38.0,61.9
GN0,2018-05-19 08:00:00,,31.8,49.6
GN0,2018-05-19 09:00:00,,27.4,45.0
GN0,2018-05-19 10:00:00,,23.3,38.7
GN0,2018-05-19 11:00:00,,25.9,47.0
GN0,2018-05-19 12:00:00,,14.5,46.5
GN0,2018-05-19 13:00:00,,24.4,40.6
GN0,2018-05-19 14:00:00,,19.2,36.4
GN0,2018-05-19 15:00:00,,20.6,43.4
GN0,2018-05-19 16:00:00,,25.4,28.8
GN0,2018-05-19 17:00:00,,,27.4
GN0,2018-05-19 18:00:00,,14.2,20.4
GN0,2018-05-19 19:00:00,,16.5,34.4
GN0,2018-05-19 20:00:00,,18.9,34.0
GN0,2018-05-19 21:00:00,,20.5,55.4
GN0,2018-05-19 22:00:00,,28.0,50.5
GN0,2018-05-19 23:00:00,,25.6,38.9
GN0,2018-05-20 00:00:00,,20.8,27.6
GN0,2018-05-20 01:00:00,,21.6,29.8
GN0,2018-05-20 02:00:00,,22.4,32.3
GN0,2018-05-20 03:00:00,,21.3,29.8
GN0,2018-05-20 04:00:00,,20.7,32.2
GN0,2018-05-20 05:00:00,,23.5,41.3
GN0,2018-05-20 06:00:00,,22.0,41.7
GN0,2018-05-20 07:00:00,,25.9,40.4
GN0,2018-05-20 08:00:00,,21.9,39.0
GN0,2018-05-20 09:00:00,,25.0,29.2
GN0,2018-05-20 10:00:00,,22.8,29.1
GN0,2018-05-20 11:00:00,,22.9,37.8
GN0,2018-05-20 12:00:00,,18.4,25.1
GN0,2018-05-20 13:00:00,,19.2,27.0
GN0,2018-05-20 14:00:00,,18.2,21.0
GN0,2018-05-20 15:00:00,,17.0,21.0
GN0,2018-05-20 16:00:00,,17.6,22.3
GN0,2018-05-20 17:00:00,,,23.1
GN0,2018-05-20 18:00:00,,22.8,34.1
GN0,2018-05-20 19:00:00,,24.5,35.6
GN0,2018-05-20 20:00:00,,29.2,46.5
GN0,2018-05-20 21:00:00,,35.6,48.3
GN0,2018-05-20 22:00:00,,41.9,32.0
GN0,2018-05-20 23:00:00,,48.0,41.0
GN0,2018-05-21 00:00:00,,43.5,35.7
GN0,2018-05-21 01:00:00,,37.3,30.9
GN0,2018-05-21 02:00:00,,38.4,31.6
GN0,2018-05-21 03:00:00,,34.3,41.0
GN0,2018-05-21 04:00:00,,31.8,70.5
GN0,2018-05-21 05:00:00,,34.0,77.4
GN0,2018-05-21 06:00:00,,29.5,63.9
GN0,2018-05-21 07:00:00,,35.3,64.1
GN0,2018-05-21 08:00:00,,44.0,65.9
GN0,2018-05-21 09:00:00,,46.2,78.3
GN0,2018-05-21 10:00:00,,36.9,67.9
GN0,2018-05-21 11:00:00,,48.7,67.5
GN0,2018-05-21 12:00:00,,31.4,75.7
GN0,2018-05-21 13:00:00,,36.4,79.2
GN0,2018-05-21 14:00:00,,34.5,75.4
GN0,2018-05-21 15:00:00,,38.3,63.7
GN0,2018-05-21 16:00:00,,,59.5
GN0,2018-05-21 17:00:00,,25.9,58.5
GN0,2018-05-21 18:00:00,,22.7,34.4
GN0,2018-05-21 19:00:00,,20.6,44.9
GN0,2018-05-21 20:00:00,,29.7,94.7
GN0,2018-05-21 21:00:00,,30.7,102.0
GN0,2018-05-21 22:00:00,,33.3,82.4
GN0,2018-05-21 23:00:00,,23.5,49.5
GN0,2018-05-22 00:00:00,18.9,19.8,34.6
GN0,2018-05-22 01:00:00,21.0,25.1,16.4
GN0,2018-05-22 02:00:00,23.6,24.6,18.4
GN0,2018-05-22 03:00:00,21.5,26.7,21.2
GN0,2018-05-22 04:00:00,20.0,25.5,38.0
GN0,2018-05-22 05:00:00,25.0,26.3,53.6
GN0,2018-05-22 06:00:00,23.1,24.8,52.8
GN0,2018-05-22 07:00:00,,28.0,59.9
GN0,2018-05-22 08:00:00,,28.8,61.7
GN0,2018-05-22 09:00:00,,37.7,
GN0,2018-05-22 10:00:00,,27.7,50.8
GN0,2018-05-22 11:00:00,,34.4,50.1
GN0,2018-05-22 12:00:00,,26.2,42.3
GN0,2018-05-22 13:00:00,,30.6,43.1
GN0,2018-05-22 14:00:00,,33.6,41.6
GN0,2018-05-22 15:00:00,,26.5,46.4
GN0,2018-05-22 16:00:00,,37.5,50.5
GN0,2018-05-22 17:00:00,,,46.7
GN0,2018-05-22 18:00:00,,27.4,42.3
GN0,2018-05-22 19:00:00,,29.6,31.0
GN0,2018-05-22 20:00:00,,27.9,24.6
GN0,2018-05-22 21:00:00,,24.9,25.9
GN0,2018-05-22 22:00:00,,24.7,20.8
GN0,2018-05-22 23:00:00,,23.5,19.1
GN0,2018-05-23 00:00:00,17.3,21.4,12.2
GN0,2018-05-23 01:00:00,19.1,22.9,9.8
GN0,2018-05-23 02:00:00,17.8,23.0,14.6
GN0,2018-05-23 03:00:00,15.8,22.8,17.8
GN0,2018-05-23 04:00:00,18.0,24.3,32.1
GN0,2018-05-23 05:00:00,18.1,25.7,47.1
GN0,2018-05-23 06:00:00,18.4,24.5,60.5
GN0,2018-05-23 07:00:00,16.9,23.2,57.5
GN0,2018-05-23 08:00:00,17.4,33.1,61.6
GN0,2018-05-23 09:00:00,20.5,30.2,53.1
GN0,2018-05-23 10:00:00,17.4,32.7,40.9
GN0,2018-05-23 11:00:00,18.1,38.7,45.1
GN0,2018-05-23 12:00:00,,28.8,46.6
GN0,2018-05-23 13:00:00,,31.6,50.5
GN0,2018-05-23 14:00:00,,26.9,53.9
GN0,2018-05-23 15:00:00,,30.1,47.8
GN0,2018-05-23 16:00:00,,33.8,53.9
GN0,2018-05-23 17:00:00,,31.0,51.3
GN0,2018-05-23 18:00:00,,30.9,50.9
GN0,2018-05-23 19:00:00,,28.7,37.9
GN0,2018-05-23 20:00:00,,25.3,36.4
GN0,2018-05-23 21:00:00,,25.4,27.4
GN0,2018-05-23 22:00:00,,22.0,22.2
GN0,2018-05-23 23:00:00,,19.9,19.7
GN0,2018-05-24 00:00:00,,21.5,10.1
GN0,2018-05-24 01:00:00,,20.1,12.0
GN0,2018-05-24 02:00:00,,19.7,16.1
GN0,2018-05-24 03:00:00,,20.7,19.4
GN0,2018-05-24 04:00:00,,24.4,35.7
GN0,2018-05-24 05:00:00,,23.3,60.4
GN0,2018-05-24 06:00:00,,24.7,64.5
GN0,2018-05-24 07:00:00,,26.9,60.3
GN0,2018-05-24 08:00:00,,33.3,60.1
GN0,2018-05-24 09:00:00,,35.6,49.7
GN0,2018-05-24 10:00:00,,39.0,47.5
GN0,2018-05-24 11:00:00,,39.2,58.5
GN0,2018-05-24 12:00:00,,36.0,58.0
GN0,2018-05-24 13:00:00,,44.2,45.7
GN0,2018-05-24 14:00:00,,26.0,35.0
GN0,2018-05-24 15:00:00,,32.0,40.0
GN0,2018-05-24 16:00:00,,34.6,43.3
GN0,2018-05-24 17:00:00,,35.2,45.3
GN0,2018-05-24 18:00:00,,35.7,55.4
GN0,2018-05-24 19:00:00,,40.0,67.5
GN0,2018-05-24 20:00:00,,23.2,43.9
GN0,2018-05-24 21:00:00,,24.8,55.2
GN0,2018-05-24 22:00:00,,29.3,25.7
GN0,2018-05-24 23:00:00,,22.6,18.7
GN0,2018-05-25 00:00:00,,18.5,11.9
GN0,2018-05-25 01:00:00,,17.7,11.2
GN0,2018-05-25 02:00:00,,16.0,9.7
GN0,2018-05-25 03:00:00,,18.5,18.1
GN0,2018-05-25 04:00:00,,21.2,39.9
GN0,2018-05-25 05:00:00,,16.4,48.3
GN0,2018-05-25 06:00:00,,17.1,54.9
GN0,2018-05-25 07:00:00,,19.8,69.1
GN0,2018-05-25 08:00:00,,20.7,57.0
GN0,2018-05-25 09:00:00,,20.8,44.9
GN0,2018-05-25 10:00:00,,28.3,55.3
GN0,2018-05-25 11:00:00,,27.4,48.0
GN0,2018-05-25 12:00:00,,25.2,38.5
GN0,2018-05-25 13:00:00,,24.1,31.3
GN0,2018-05-25 14:00:00,,24.2,31.7
GN0,2018-05-25 15:00:00,,28.4,41.0
GN0,2018-05-25 16:00:00,,24.1,73.9
GN0,2018-05-25 17:00:00,,33.4,95.3
GN0,2018-05-25 18:00:00,,33.2,93.1
GN0,2018-05-25 19:00:00,,39.0,76.6
GN0,2018-05-25 20:00:00,,39.4,66.1
GN0,2018-05-25 21:00:00,,45.9,83.8
GN0,2018-05-25 22:00:00,,50.6,80.7
GN0,2018-05-25 23:00:00,,54.9,68.1
GN0,2018-05-26 00:00:00,,47.2,40.8
GN0,2018-05-26 01:00:00,,45.2,28.7
GN0,2018-05-26 02:00:00,,49.3,29.1
GN0,2018-05-26 03:00:00,,50.8,26.3
GN0,2018-05-26 04:00:00,,48.3,30.1
GN0,2018-05-26 05:00:00,,43.2,41.9
GN0,2018-05-26 06:00:00,,45.8,56.4
GN0,2018-05-26 07:00:00,,48.3,60.5
GN0,2018-05-26 08:00:00,,44.5,54.9
GN0,2018-05-26 09:00:00,,33.6,45.8
GN0,2018-05-26 10:00:00,,37.0,51.7
GN0,2018-05-26 11:00:00,,32.2,44.4
GN0,2018-05-26 12:00:00,,26.5,42.4
GN0,2018-05-26 13:00:00,,22.7,29.8
GN0,2018-05-26 14:00:00,,29.2,34.1
GN0,2018-05-26 15:00:00,,29.5,42.1
GN0,2018-05-26 16:00:00,,30.1,40.5
GN0,2018-05-26 17:00:00,,34.8,39.3
GN0,2018-05-26 18:00:00,,35.8,45.9
GN0,2018-05-26 19:00:00,,28.3,48.3
GN0,2018-05-26 20:00:00,,33.4,56.5
GN0,2018-05-26 21:00:00,,34.6,49.3
GN0,2018-05-26 22:00:00,,39.4,46.6
GN0,2018-05-26 23:00:00,,,38.8
GN0,2018-05-27 00:00:00,,45.0,40.5
GN0,2018-05-27 01:00:00,,31.5,29.5
GN0,2018-05-27 02:00:00,,29.1,22.4
GN0,2018-05-27 03:00:00,,29.1,26.1
GN0,2018-05-27 04:00:00,,32.7,34.5
GN0,2018-05-27 05:00:00,,30.2,39.8
GN0,2018-05-27 06:00:00,,31.4,40.6
GN0,2018-05-27 07:00:00,,35.6,43.9
GN0,2018-05-27 08:00:00,,40.0,54.1
GN0,2018-05-27 09:00:00,,36.7,41.2
GN0,2018-05-27 10:00:00,,36.8,41.5
GN0,2018-05-27 11:00:00,,44.0,49.9
GN0,2018-05-27 12:00:00,,36.4,42.7
GN0,2018-05-27 13:00:00,,37.4,49.1
GN0,2018-05-27 14:00:00,,37.8,52.8
GN0,2018-05-27 15:00:00,,35.6,44.1
GN0,2018-05-27 16:00:00,,30.3,20.0
GN0,2018-05-27 17:00:00,,32.5,25.5
GN0,2018-05-27 18:00:00,,30.1,55.3
GN0,2018-05-27 19:00:00,,,54.4
GN0,2018-05-27 20:00:00,,35.8,40.7
GN0,2018-05-27 21:00:00,,40.0,74.2
GN0,2018-05-27 22:00:00,,46.5,72.1
GN0,2018-05-27 23:00:00,,58.6,72.1
GN0,2018-05-28 00:00:00,,57.9,60.6
GN0,2018-05-28 01:00:00,,54.0,33.2
